t,q1,q2,q3,q4,q5,q6,dq1,dq2,dq3,dq4,dq5,dq6
1.005660,-0.169947356,0.107003891,-0.001716640,-0.008583200,-0.052834363,-0.037575341,-0.451282051,0.001953602,0.001953602,-0.007326007,0.007326007,0.021978022
1.010792,-0.169947356,0.107003891,-0.001716640,-0.008583200,-0.052834363,-0.037575341,-0.451282051,0.001953602,0.001953602,-0.007326007,0.007326007,0.021978022
1.016525,-0.179484245,0.107003891,-0.001716640,-0.008583200,-0.052834363,-0.037575341,-0.466910867,-0.001953602,0.001953602,-0.007326007,-0.007326007,-0.007326007
1.021722,-0.179484245,0.107003891,-0.001716640,-0.008583200,-0.052834363,-0.037575341,-0.466910867,-0.001953602,0.001953602,-0.007326007,-0.007326007,-0.007326007
1.026846,-0.179484245,0.107003891,-0.001716640,-0.008583200,-0.052834363,-0.037575341,-0.466910867,-0.001953602,0.001953602,-0.007326007,-0.007326007,-0.007326007
1.032581,-0.186732280,0.107003891,-0.001716640,-0.008964675,-0.052834363,-0.037575341,-0.459096459,-0.001953602,-0.001953602,-0.007326007,-0.007326007,0.007326007
1.037704,-0.186732280,0.107003891,-0.001716640,-0.008964675,-0.052834363,-0.037575341,-0.459096459,-0.001953602,-0.001953602,-0.007326007,-0.007326007,0.007326007
1.042722,-0.186732280,0.107003891,-0.001716640,-0.008964675,-0.052834363,-0.037575341,-0.459096459,-0.001953602,-0.001953602,-0.007326007,-0.007326007,0.007326007
1.047908,-0.197032120,0.107003891,-0.001716640,-0.008583200,-0.052834363,-0.037575341,-0.482539683,-0.001953602,-0.001953602,0.007326007,-0.007326007,-0.021978022
1.056052,-0.197032120,0.107003891,-0.001716640,-0.008583200,-0.052834363,-0.037575341,-0.482539683,-0.001953602,-0.001953602,0.007326007,-0.007326007,-0.021978022
1.064209,-0.207331960,0.107003891,-0.001716640,-0.008583200,-0.052834363,-0.037575341,-0.486446886,-0.001953602,-0.001953602,-0.007326007,0.007326007,-0.007326007
1.072357,-0.207331960,0.107003891,-0.001716640,-0.008583200,-0.052834363,-0.037575341,-0.486446886,-0.001953602,-0.001953602,-0.007326007,0.007326007,-0.007326007
1.077437,-0.214579995,0.107003891,-0.001716640,-0.008583200,-0.052834363,-0.037575341,-0.494261294,-0.001953602,-0.005860806,0.007326007,0.007326007,0.007326007
1.085654,-0.214579995,0.107003891,-0.001716640,-0.008583200,-0.052834363,-0.037575341,-0.494261294,-0.001953602,-0.005860806,0.007326007,0.007326007,0.007326007
1.093879,-0.222209506,0.107003891,-0.001716640,-0.008583200,-0.052834363,-0.037575341,-0.474725275,-0.001953602,-0.001953602,-0.007326007,-0.007326007,-0.007326007
1.102601,-0.231364920,0.107003891,-0.001716640,-0.008583200,-0.052834363,-0.037575341,-0.509890110,-0.001953602,-0.005860806,-0.007326007,-0.021978022,0.007326007
1.110879,-0.231364920,0.107003891,-0.001716640,-0.008583200,-0.052834363,-0.037575341,-0.509890110,-0.001953602,-0.005860806,-0.007326007,-0.021978022,0.007326007
1.115912,-0.231364920,0.107003891,-0.001716640,-0.008583200,-0.052834363,-0.037575341,-0.509890110,-0.001953602,-0.005860806,-0.007326007,-0.021978022,0.007326007
1.121380,-0.242427710,0.107003891,-0.001716640,-0.008583200,-0.052834363,-0.037575341,-0.513797314,-0.001953602,-0.001953602,-0.007326007,0.007326007,-0.007326007
1.126478,-0.242427710,0.107003891,-0.001716640,-0.008583200,-0.052834363,-0.037575341,-0.513797314,-0.001953602,-0.001953602,-0.007326007,0.007326007,-0.007326007
1.131571,-0.242427710,0.107003891,-0.001716640,-0.008583200,-0.052834363,-0.037575341,-0.513797314,-0.001953602,-0.001953602,-0.007326007,0.007326007,-0.007326007
1.137635,-0.252346075,0.107003891,-0.001716640,-0.008583200,-0.052834363,-0.037575341,-0.494261294,-0.001953602,-0.005860806,-0.007326007,-0.007326007,-0.007326007
