t,q1,q2,q3,q4,q5,q6,dq1,dq2,dq3,dq4,dq5,dq6
0.526842,-0.000572213,0.021171893,0.040245670,-0.024605173,-0.000953689,-0.000572213,0.001953602,0.318437118,0.013675214,-0.007326007,0.007326007,-0.007326007
0.531981,-0.000572213,0.027656977,0.041008621,-0.024605173,-0.000953689,-0.000572213,-0.001953602,0.353601954,0.044932845,-0.021978022,0.007326007,-0.021978022
0.537573,-0.000572213,0.027656977,0.041008621,-0.024605173,-0.000953689,-0.000572213,-0.001953602,0.353601954,0.044932845,-0.021978022,0.007326007,-0.021978022
0.542681,-0.000572213,0.027656977,0.041008621,-0.024605173,-0.000953689,-0.000572213,-0.001953602,0.353601954,0.044932845,-0.021978022,0.007326007,-0.021978022
0.548792,-0.000572213,0.034523537,0.041771572,-0.024605173,-0.000953689,-0.000572213,-0.001953602,0.384859585,0.056654457,0.007326007,-0.007326007,-0.021978022
0.553833,-0.000572213,0.034523537,0.041771572,-0.024605173,-0.000953689,-0.000572213,-0.001953602,0.384859585,0.056654457,0.007326007,-0.007326007,-0.021978022
0.558954,-0.000572213,0.034523537,0.041771572,-0.024605173,-0.000953689,-0.000572213,-0.001953602,0.384859585,0.056654457,0.007326007,-0.007326007,-0.021978022
0.563957,-0.000572213,0.034523537,0.041771572,-0.024605173,-0.000953689,-0.000572213,-0.001953602,0.431746032,0.099633700,-0.036630037,-0.007326007,-0.007326007
0.569646,-0.000572213,0.044060426,0.044060426,-0.024986648,-0.000953689,-0.000572213,-0.001953602,0.431746032,0.099633700,-0.036630037,-0.007326007,-0.007326007
0.574733,-0.000572213,0.044060426,0.044060426,-0.024986648,-0.000953689,-0.000572213,-0.001953602,0.431746032,0.099633700,-0.036630037,-0.007326007,-0.007326007
0.579794,-0.000572213,0.044060426,0.044060426,-0.024986648,-0.000953689,-0.000572213,-0.001953602,0.463003663,0.130891331,-0.007326007,-0.007326007,-0.007326007
0.585500,-0.000572213,0.054360266,0.046730755,-0.024986648,-0.000953689,-0.000572213,-0.001953602,0.463003663,0.130891331,-0.007326007,-0.007326007,-0.007326007
0.590501,-0.000572213,0.054360266,0.046730755,-0.024986648,-0.000953689,-0.000572213,-0.001953602,0.463003663,0.130891331,-0.007326007,-0.007326007,-0.007326007
0.595970,-0.000572213,0.061989776,0.049401083,-0.025368124,-0.000953689,-0.000572213,-0.001953602,0.466910867,0.185592186,-0.051282051,-0.021978022,-0.007326007
0.601178,-0.000572213,0.061989776,0.049401083,-0.025368124,-0.000953689,-0.000572213,-0.001953602,0.466910867,0.185592186,-0.051282051,-0.021978022,-0.007326007
0.606293,-0.000572213,0.061989776,0.049401083,-0.025368124,-0.000953689,-0.000572213,-0.001953602,0.466910867,0.185592186,-0.051282051,-0.021978022,-0.007326007
0.612114,-0.000572213,0.072289616,0.054360266,-0.028419928,-0.000953689,-0.000572213,-0.001953602,0.466910867,0.240293040,-0.168498168,-0.021978022,0.007326007
0.617350,-0.000572213,0.072289616,0.054360266,-0.028419928,-0.000953689,-0.000572213,-0.001953602,0.466910867,0.240293040,-0.168498168,-0.021978022,0.007326007
0.622431,-0.000572213,0.072289616,0.054360266,-0.028419928,-0.000953689,-0.000572213,-0.001953602,0.466910867,0.240293040,-0.168498168,-0.021978022,0.007326007
0.627929,-0.000572213,0.078774701,0.058937972,-0.031471733,-0.000953689,-0.000572213,-0.001953602,0.455189255,0.248107448,-0.227106227,-0.007326007,-0.021978022
0.633070,-0.000572213,0.078774701,0.058937972,-0.031471733,-0.000953689,-0.000572213,-0.001953602,0.455189255,0.248107448,-0.227106227,-0.007326007,-0.021978022
0.638133,-0.000572213,0.078774701,0.058937972,-0.031471733,-0.000953689,-0.000572213,-0.001953602,0.455189255,0.248107448,-0.227106227,-0.007326007,-0.021978022
0.643644,-0.000572213,0.088693065,0.065423056,-0.032616159,-0.000953689,-0.000572213,-0.005860806,0.443467643,0.306715507,-0.065934066,-0.021978022,-0.007326007
0.648659,-0.000572213,0.088693065,0.065423056,-0.032616159,-0.000953689,-0.000572213,-0.005860806,0.443467643,0.306715507,-0.065934066,-0.021978022,-0.007326007
